,id,name_en,weapon_type_x,previous_en,category,rarity,attack,affinity,defense,element_hidden,element1,element1_attack,element2,element2_attack,elderseal,slot_1,slot_2,slot_3,kinsect_bonus,phial,phial_power,shelling,shelling_level,notes,ammo_config,skill,base_name_en,weapon_type_y,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,weapon_type,maxed,red,orange,yellow,green,blue,white,purple
69,37,Datura Blaze II,great-sword,Datura Blaze I,N/A,6,768,0,N/A,False,Poison,480.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Datura Blaze II,great-sword,Upgrade,Monster Hardbone,3,Pukei-Pukei Wing,3.0,Pukei-Pukei Carapace,5.0,Toxin Sac,2.0,great-sword,False,100,50,50,80,70,0,0
70,38,Datura Blaze III,great-sword,Datura Blaze II,N/A,6,816,0,N/A,False,Poison,540.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Datura Blaze III,great-sword,Upgrade,Vaal Hazak Wing,2,Pukei-Pukei Sac+,4.0,Pukei-Pukei Wing,6.0,Bird Wyvern Gem,1.0,great-sword,False,110,120,40,50,80,0,0
71,2029,Datura Hellspine I,great-sword,Datura Blaze III,N/A,9,960,0,N/A,False,Poison,600.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Datura Hellspine I,great-sword,Create,Pukei-Pukei Shard,6,Pukei-Pukei Fellwing,4.0,Deadly Poison Sac,4.0,Fey Wyvern Gem,1.0,great-sword,False,70,80,30,30,80,110,0
72,2029,Datura Hellspine I,great-sword,Datura Blaze III,N/A,9,960,0,N/A,False,Poison,600.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Datura Hellspine I,great-sword,Upgrade,Pukei-Pukei Shard,3,Pukei-Pukei Fellwing,2.0,Deadly Poison Sac,2.0,Monster Toughbone,2.0,great-sword,False,70,80,30,30,80,110,0
73,2030,Datura Hellspine II,great-sword,Datura Hellspine I,N/A,10,1152,0,N/A,False,Poison,660.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Datura Hellspine II,great-sword,Upgrade,Monster Slogbone,3,Rathian Surspike,2.0,Large Pukei-Pukei Sac,1.0,Pukei-Pukei Lash,1.0,great-sword,False,120,30,30,60,50,60,50
74,2031,Nyx Razor I,great-sword,Datura Hellspine I,N/A,9,1056,0,N/A,False,Sleep,510.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nyx Razor I,great-sword,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2.0,Nightshade Paolumu Fellwing,2.0,Torpor Sac,1.0,great-sword,False,70,80,30,30,80,110,0
75,2032,Nyx Razor II,great-sword,Nyx Razor I,N/A,10,1152,0,N/A,False,Sleep,540.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nyx Razor II,great-sword,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5.0,Nightshade Paolumu Fellwing,3.0,Large Wyvern Gem,1.0,great-sword,False,50,80,30,30,80,130,0
76,39,Flame Blade I,great-sword,Blooming Blade I,N/A,4,672,10,N/A,False,Fire,120.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flame Blade I,great-sword,Upgrade,Rathalos Scale,1,Rathalos Webbing,2.0,Flame Sac,2.0,Rathalos Marrow,1.0,great-sword,False,70,50,80,100,0,0,0
77,40,Flame Blade II,great-sword,Flame Blade I,N/A,5,720,10,N/A,False,Fire,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flame Blade II,great-sword,Upgrade,Rathalos Scale,6,Rathalos Tail,2.0,Rathalos Plate,1.0,Inferno Sac,3.0,great-sword,False,100,50,80,100,20,0,0
78,41,Red Wing,great-sword,Flame Blade II,N/A,6,768,15,N/A,False,Fire,180.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Red Wing,great-sword,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4.0,Rathalos Wing,2.0,Rathalos Medulla,1.0,great-sword,False,100,50,50,80,70,0,0
79,42,Blue Wing,great-sword,Red Wing,N/A,7,816,15,N/A,False,Fire,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blue Wing,great-sword,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4.0,Azure Rathalos Wing,3.0,Wyvern Gem,1.0,great-sword,False,110,120,40,50,80,0,0
80,43,Rathalos Glinsword,great-sword,Blue Wing,N/A,8,912,15,N/A,False,Fire,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rathalos Glinsword,great-sword,Upgrade,Teostra Horn+,2,Azure Rathalos Scale+,8.0,Azure Rathalos Tail,3.0,Rathalos Ruby,1.0,great-sword,False,90,60,60,100,60,30,0
81,2033,Rathalos Glinsword+,great-sword,Rathalos Glinsword,N/A,10,1056,15,N/A,False,Fire,300.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rathalos Glinsword+,great-sword,Upgrade,Rathalos Shard,6,Rathalos Cortex,4.0,Rathalos Fellwing,2.0,Rath Wingtalon+,4.0,great-sword,False,100,100,40,50,60,50,0
82,2034,Rathflame Glinsword,great-sword,Rathalos Glinsword+,N/A,10,1152,20,N/A,False,Fire,330.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rathflame Glinsword,great-sword,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4.0,Azure Rathalos Fellwing,3.0,Rathalos Mantle,1.0,great-sword,False,110,30,30,110,40,80,0
83,2035,Rathalos Gleamsword,great-sword,Rathflame Glinsword,N/A,12,1296,25,N/A,False,Fire,390.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rathalos Gleamsword,great-sword,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4.0,Silver Rathalos Lash,3.0,Rath Gleam,2.0,great-sword,False,130,30,30,60,50,70,30
84,44,Bone Blade I,great-sword,N/A,N/A,1,480,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Blade I,great-sword,Create,Monster Bone S,1,N/A,N/A,N/A,N/A,N/A,N/A,great-sword,False,100,60,80,10,0,0,0
85,45,Bone Blade II,great-sword,Bone Blade I,N/A,1,528,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Blade II,great-sword,Upgrade,Monster Bone S,2,N/A,N/A,N/A,N/A,N/A,N/A,great-sword,False,90,60,80,20,0,0,0
86,46,Bone Blade III,great-sword,Bone Blade II,N/A,2,576,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Blade III,great-sword,Upgrade,Monster Bone M,2,Ancient Bone,1.0,N/A,N/A,N/A,N/A,great-sword,False,90,50,50,60,0,0,0
87,47,Bone Slasher I,great-sword,Bone Blade III,N/A,3,672,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Slasher I,great-sword,Upgrade,Monster Bone L,1,Monster Bone M,5.0,Boulder Bone,2.0,N/A,N/A,great-sword,False,130,70,30,70,0,0,0
88,48,Bone Slasher II,great-sword,Bone Slasher I,N/A,4,720,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Slasher II,great-sword,Upgrade,Monster Bone+,2,Monster Bone L,1.0,Sturdy Bone,4.0,N/A,N/A,great-sword,False,120,70,30,80,0,0,0
89,49,Bone Slasher III,great-sword,Bone Slasher II,N/A,5,768,0,N/A,True,Ice,180.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bone Slasher III,great-sword,Upgrade,Monster Keenbone,2,Monster Bone+,2.0,Quality Bone,2.0,N/A,N/A,great-sword,False,120,60,80,80,10,0,0
90,50,Giant Jawblade I,great-sword,Bone Slasher III,N/A,6,816,0,10.0,True,Ice,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Giant Jawblade I,great-sword,Create,Monster Hardbone,4,Monster Keenbone,10.0,Brutal Bone,4.0,Dragonbone Relic,1.0,great-sword,False,110,100,40,40,60,0,0
91,50,Giant Jawblade I,great-sword,Bone Slasher III,N/A,6,816,0,10.0,True,Ice,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Giant Jawblade I,great-sword,Upgrade,Monster Hardbone,4,Monster Keenbone,6.0,Quality Bone,10.0,N/A,N/A,great-sword,False,110,100,40,40,60,0,0
92,51,Giant Jawblade II,great-sword,Giant Jawblade I,N/A,6,912,0,10.0,True,Ice,300.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Giant Jawblade II,great-sword,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6.0,Quality Bone,20.0,Dragonbone Relic,1.0,great-sword,False,110,120,40,50,80,0,0
93,2036,Ogre's Jaw I,great-sword,Giant Jawblade II,N/A,9,1104,0,35.0,True,Ice,390.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ogre's Jaw I,great-sword,Create,Thick Bone,6,Quality Bone,8.0,Monster Toughbone,4.0,Dragonbone Artifact,1.0,great-sword,False,110,100,40,50,50,50,0
94,2036,Ogre's Jaw I,great-sword,Giant Jawblade II,N/A,9,1104,0,35.0,True,Ice,390.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ogre's Jaw I,great-sword,Upgrade,Thick Bone,2,Quality Bone,4.0,Monster Hardbone,4.0,Frozen Bone,1.0,great-sword,False,110,100,40,50,50,50,0
95,2037,Ogre's Jaw II,great-sword,Ogre's Jaw I,N/A,10,1200,0,35.0,True,Ice,420.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ogre's Jaw II,great-sword,Upgrade,Monster Solidbone,2,Monster Slogbone,3.0,Thick Bone,4.0,Monster Essence,2.0,great-sword,False,100,100,40,50,60,50,0
96,2038,Ogre's Jaw III,great-sword,Ogre's Jaw II,N/A,11,1344,0,35.0,True,Ice,480.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ogre's Jaw III,great-sword,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4.0,Thick Bone,6.0,Dragonbone Artifact,1.0,great-sword,False,90,100,40,50,70,50,0
97,2039,Icewing,great-sword,Ogre's Jaw II,N/A,11,1248,0,N/A,False,Ice,330.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Icewing,great-sword,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2.0,Velkhana Lash,2.0,Purecrystal,1.0,great-sword,False,150,30,30,60,50,30,50
98,2040,Winged Seraphyd,great-sword,Icewing,N/A,12,1296,0,N/A,False,Ice,450.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Winged Seraphyd,great-sword,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4.0,Velkhana Hardclaw,4.0,Velkhana Crystal,1.0,great-sword,False,140,30,30,60,50,40,50
99,2041,Tiger Jawblade,great-sword,Ogre's Jaw I,N/A,10,1200,-20,N/A,True,Blast,390.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tiger Jawblade,great-sword,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4.0,Monster Slogbone,3.0,Thick Bone,5.0,great-sword,False,90,30,30,110,40,100,0
100,2042,Tiger Jawblade+,great-sword,Tiger Jawblade,N/A,10,1248,-20,N/A,True,Blast,420.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tiger Jawblade+,great-sword,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3.0,Tigrex Lash,2.0,Tigrex Mantle,1.0,great-sword,False,80,30,30,110,40,110,0
101,2043,Tigrex Great Sword,great-sword,Tiger Jawblade+,N/A,11,1344,-20,N/A,True,Blast,450.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tigrex Great Sword,great-sword,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2.0,Tigrex Cortex,4.0,Pure Dragon Blood,5.0,great-sword,False,70,30,30,110,40,120,0
102,2044,Accursed Blade,great-sword,Tiger Jawblade,N/A,11,1344,-30,N/A,True,Sleep,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Accursed Blade,great-sword,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5.0,Brute Tigrex Hardfang,2.0,Large Wyvern Gem,1.0,great-sword,False,100,20,30,90,90,30,40
103,2045,Wildbite,great-sword,Accursed Blade,N/A,12,1392,-30,N/A,True,Sleep,390.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wildbite,great-sword,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4.0,Brute Tigrex Hardfang,3.0,Tigrex Mantle,1.0,great-sword,False,90,20,30,90,90,40,40
104,52,Hazak Kys,great-sword,Giant Jawblade I,N/A,7,912,0,N/A,False,Dragon,300.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hazak Kys,great-sword,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5.0,Deceased Scale,6.0,Vaal Hazak Membrane,4.0,great-sword,False,110,60,80,80,50,20,0
105,53,Leviathan's Fury,great-sword,Hazak Kys,N/A,8,960,0,N/A,False,Dragon,300.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leviathan's Fury,great-sword,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6.0,Vaal Hazak Tail,2.0,Vaal Hazak Gem,1.0,great-sword,False,200,70,20,20,50,40,0
106,2046,Monstrous Madness,great-sword,Leviathan's Fury,N/A,11,1104,0,N/A,False,Dragon,420.0,N/A,N/A,average,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monstrous Madness,great-sword,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2.0,Deceased Shard,5.0,Deathweaver Membrane,3.0,great-sword,False,80,80,30,30,80,100,0
107,2047,Don Monstro,great-sword,Monstrous Madness,N/A,12,1200,0,N/A,False,Dragon,570.0,N/A,N/A,average,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Don Monstro,great-sword,Upgrade,Shara Ishvalda Tenderclaw,2,Vaal Hazak Hardclaw,5.0,Vaal Hazak Flail,2.0,Large Elder Dragon Gem,1.0,great-sword,False,70,80,30,30,80,110,0
108,54,Flammenzahn,great-sword,Bone Blade III,N/A,3,720,-30,N/A,False,Fire,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flammenzahn,great-sword,Upgrade,Anjanath Fang,3,Anjanath Scale,3.0,Anjanath Pelt,2.0,Flame Sac,2.0,great-sword,False,120,70,30,80,0,0,0
109,55,Flammenzahn+,great-sword,Flammenzahn,N/A,5,864,-30,N/A,False,Fire,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flammenzahn+,great-sword,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5.0,Inferno Sac,3.0,Anjanath Plate,1.0,great-sword,False,110,100,40,40,60,0,0
110,56,Gnashing Flammenzahn,great-sword,Flammenzahn+,N/A,7,1008,-30,N/A,False,Fire,480.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gnashing Flammenzahn,great-sword,Upgrade,Vaal Hazak Fang+,5,Anjanath Pelt+,4.0,Anjanath Nosebone+,2.0,Anjanath Gem,1.0,great-sword,False,120,120,40,50,70,0,0
111,2048,Gnashing Flammenzahn+,great-sword,Gnashing Flammenzahn,N/A,9,1104,-30,N/A,False,Fire,600.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gnashing Flammenzahn+,great-sword,Create,Anjanath Hardfang,2,Anjanath Lash,2.0,Anjanath Shard,6.0,Anjanath Mantle,1.0,great-sword,False,80,100,40,50,80,50,0
112,2048,Gnashing Flammenzahn+,great-sword,Gnashing Flammenzahn,N/A,9,1104,-30,N/A,False,Fire,600.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gnashing Flammenzahn+,great-sword,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2.0,Conflagrant Sac,1.0,Eltalite Ore,3.0,great-sword,False,80,100,40,50,80,50,0
113,2049,Lohenzahn,great-sword,Gnashing Flammenzahn+,N/A,10,1296,-30,N/A,False,Fire,720.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lohenzahn,great-sword,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3.0,Heavy Anjanath Nosebone,2.0,Anjanath Lash,1.0,great-sword,False,80,100,40,50,80,50,0
114,2050,Donnerzahn,great-sword,Gnashing Flammenzahn+,N/A,10,1152,10,N/A,False,Thunder,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donnerzahn,great-sword,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2.0,Monster Solidbone,3.0,Meldspar Ore,2.0,great-sword,False,80,100,40,50,80,50,0
115,2051,Donnerzahn+,great-sword,Donnerzahn,N/A,10,1200,20,N/A,False,Thunder,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donnerzahn+,great-sword,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2.0,Fulgur Anjanath Lash,1.0,Lightning Sac,3.0,great-sword,False,80,100,40,50,80,50,0
116,2052,Fulguration's Edge,great-sword,Donnerzahn+,N/A,11,1248,25,N/A,False,Thunder,360.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulguration's Edge,great-sword,Upgrade,Kirin Silvermane,2,Fulgur Anjanath Hardfang,3.0,Fulgur Anjanath Thickfur,5.0,Fulgur Anjanath Mantle,1.0,great-sword,False,80,100,40,50,80,50,0
117,57,Aqua Slasher I,great-sword,Bone Blade II,N/A,2,576,0,N/A,False,Water,120.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aqua Slasher I,great-sword,Upgrade,Boulder Bone,2,Jyuratodus Shell,1.0,Jyuratodus Scale,3.0,Aqua Sac,1.0,great-sword,False,90,70,30,60,0,0,0
118,58,Aqua Slasher II,great-sword,Aqua Slasher I,N/A,3,624,0,N/A,False,Water,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aqua Slasher II,great-sword,Upgrade,Sturdy Bone,5,Jyuratodus Fin,3.0,Jyuratodus Fang,2.0,Gajau Skin,3.0,great-sword,False,130,70,30,70,0,0,0
119,59,Aqua Slasher III,great-sword,Aqua Slasher II,N/A,4,672,0,N/A,False,Water,180.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aqua Slasher III,great-sword,Upgrade,Monster Bone+,2,Jyuratodus Fang,4.0,Coral Bone,2.0,Gajau Whisker,3.0,great-sword,False,120,70,30,80,0,0,0
120,60,Water Golem I,great-sword,Aqua Slasher III,N/A,5,768,0,N/A,False,Water,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Golem I,great-sword,Create,Monster Keenbone,5,Jyuratodus Fin+,3.0,Torrent Sac,2.0,Wyvern Gem,1.0,great-sword,False,140,70,30,100,10,0,0
121,60,Water Golem I,great-sword,Aqua Slasher III,N/A,5,768,0,N/A,False,Water,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Golem I,great-sword,Upgrade,Quality Bone,5,Jyuratodus Carapace,2.0,Jyuratodus Scale+,3.0,Gajau Scale,5.0,great-sword,False,140,70,30,100,10,0,0
122,61,Water Golem II,great-sword,Water Golem I,N/A,6,816,0,N/A,False,Water,270.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Golem II,great-sword,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4.0,Torrent Sac,3.0,Grand Gajau Whisker,3.0,great-sword,False,130,70,30,100,20,0,0
123,62,Water Golem III,great-sword,Water Golem II,N/A,6,912,0,N/A,False,Water,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Golem III,great-sword,Upgrade,Elder Dragon Bone,4,Jyuratodus Fin+,6.0,Jyuratodus Fang+,5.0,Wyvern Gem,1.0,great-sword,False,190,70,20,50,30,40,0
124,2053,Water Golem IV,great-sword,Water Golem III,N/A,9,1008,0,N/A,False,Water,360.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Golem IV,great-sword,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1.0,Jyuratodus Shard,3.0,Gajau Thickhide,2.0,great-sword,False,100,30,30,110,40,90,0
125,2054,Laguna Golem I,great-sword,Water Golem IV,N/A,9,1056,0,N/A,False,Water,480.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Laguna Golem I,great-sword,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2.0,Flood Sac,2.0,Bathycite Ore,2.0,great-sword,False,80,30,30,110,40,110,0
126,2055,Laguna Golem II,great-sword,Laguna Golem I,N/A,10,1152,0,N/A,False,Water,510.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Laguna Golem II,great-sword,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3.0,Large Coral Pukei-Pukei Sac,1.0,Coral Pukei-Pukei Lash,1.0,great-sword,False,120,30,30,60,50,60,50
127,2056,Beo Slasher I,great-sword,Water Golem III,N/A,9,1008,0,N/A,False,Ice,390.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Beo Slasher I,great-sword,Create,Beotodus Grandfin,2,Beotodus Hardhorn,2.0,Beotodus Shard,6.0,Frozen Bone,3.0,great-sword,False,90,30,30,110,40,100,0
128,2056,Beo Slasher I,great-sword,Water Golem III,N/A,9,1008,0,N/A,False,Ice,390.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Beo Slasher I,great-sword,Upgrade,Beotodus Grandfin,1,Beotodus Hardhorn,1.0,Beotodus Shard,3.0,Frozen Bone,1.0,great-sword,False,90,30,30,110,40,100,0
129,2057,Beo Slasher II,great-sword,Beo Slasher I,N/A,10,1200,0,N/A,False,Ice,480.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Beo Slasher II,great-sword,Upgrade,Rimed Hide,2,Beotodus Grandfin,2.0,Cryo Sac,2.0,Large Wyvern Gem,1.0,great-sword,False,60,30,30,110,40,130,0
130,63,Carapace Buster I,great-sword,Bone Blade II,N/A,2,624,-20,10.0,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carapace Buster I,great-sword,Upgrade,Barroth Claw,1,Barroth Shell,3.0,Barroth Ridge,2.0,N/A,N/A,great-sword,False,80,70,30,70,0,0,0
131,64,Carapace Buster II,great-sword,Carapace Buster I,N/A,3,672,-20,10.0,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carapace Buster II,great-sword,Upgrade,Dragonite Ore,3,Barroth Claw,2.0,Barroth Tail,1.0,Kestodon Shell,3.0,great-sword,False,120,70,30,80,0,0,0
132,65,Carapace Buster III,great-sword,Carapace Buster II,N/A,4,720,-20,10.0,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carapace Buster III,great-sword,Upgrade,Diablos Shell,3,Barroth Claw,4.0,Barroth Scalp,2.0,Monster Bone+,3.0,great-sword,False,110,70,30,90,0,0,0
133,66,Barroth Shredder I,great-sword,Carapace Buster III,N/A,5,816,-20,15.0,True,Paralysis,270.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barroth Shredder I,great-sword,Upgrade,Barroth Claw+,2,Barroth Carapace,3.0,Barroth Ridge+,2.0,Kestodon Carapace,5.0,great-sword,False,110,100,40,40,60,0,0
134,67,Barroth Shredder II,great-sword,Barroth Shredder I,N/A,6,864,-20,15.0,True,Paralysis,330.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barroth Shredder II,great-sword,Upgrade,Diablos Carapace,3,Barroth Claw+,4.0,Barroth Carapace,3.0,Gastodon Carapace,5.0,great-sword,False,100,100,40,40,70,0,0
135,68,Barroth Shredder III,great-sword,Barroth Shredder II,N/A,6,960,-20,15.0,True,Paralysis,390.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barroth Shredder III,great-sword,Upgrade,Nergigante Horn+,1,Barroth Claw+,5.0,Barroth Ridge+,5.0,Wyvern Gem,1.0,great-sword,False,110,120,40,50,80,0,0
136,2058,Barroth Greatedge I,great-sword,Barroth Shredder III,N/A,9,1152,-20,25.0,True,Paralysis,450.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barroth Greatedge I,great-sword,Create,Barroth Hardclaw,2,Barroth Crown,2.0,Barroth Chine,4.0,Large Wyvern Gem,1.0,great-sword,False,130,100,30,30,80,30,0
137,2058,Barroth Greatedge I,great-sword,Barroth Shredder III,N/A,9,1152,-20,25.0,True,Paralysis,450.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barroth Greatedge I,great-sword,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2.0,Barroth Chine,2.0,Kestodon Husk,2.0,great-sword,False,130,100,30,30,80,30,0
